administrative_area_level_1,administrative_area_level_2,administrative_area_level_3
Brazil,Santa Catarina,Maracajá
Brazil,Bahia,Ponto Novo
Brazil,Rio Grande do Sul,Ipê
Brazil,Paraíba,São Domingos do Cariri
Brazil,Alagoas,Traipu
Brazil,Minas Gerais,Ibirité
Brazil,Maranhão,São Pedro da Água Branca
Brazil,Rondônia,Candeias do Jamari
Brazil,Minas Gerais,Ibiracatu
Brazil,Paraná,União da Vitória
Brazil,Pernambuco,Solidão
Brazil,Piauí,Piracuruca
Brazil,Minas Gerais,Nepomuceno
Brazil,Pernambuco,Serrita
Brazil,Piauí,Redenção do Gurguéia
Brazil,Minas Gerais,Alfredo Vasconcelos
Brazil,Minas Gerais,Crucilândia
Brazil,Goiás,Palminópolis
Brazil,São Paulo,Águas de Santa Bárbara
Brazil,Goiás,Adelândia
Brazil,Maranhão,Humberto de Campos
Brazil,Minas Gerais,Capim Branco
Brazil,Rio Grande do Sul,Ronda Alta
Brazil,Sergipe,Moita Bonita
Brazil,Rio Grande do Sul,Dois Irmãos das Missões
Brazil,Minas Gerais,São Sebastião do Rio Verde
Brazil,Minas Gerais,Morada Nova de Minas
Brazil,Piauí,Juazeiro do Piauí
Brazil,Maranhão,Cândido Mendes
Brazil,Minas Gerais,Monte Carmelo
Brazil,Maranhão,Itapecuru Mirim
Brazil,Rio Grande do Sul,Salvador do Sul
Brazil,Amazonas,Rio Preto da Eva
Brazil,Piauí,Cocal de Telha
Brazil,Pernambuco,João Alfredo
Brazil,São Paulo,Lorena
Brazil,Bahia,Lençóis
Brazil,Rio Grande do Norte,Guamaré
Brazil,Minas Gerais,Santana do Garambéu
Brazil,São Paulo,Luís Antônio
Brazil,Pernambuco,Lagoa de Itaenga
Brazil,São Paulo,Meridiano
Brazil,Bahia,Macarani
Brazil,Paraná,Conselheiro Mairinck
Brazil,Ceará,Antonina do Norte
Brazil,Ceará,São Gonçalo do Amarante
Brazil,Rio de Janeiro,Laje do Muriaé
Brazil,Rio Grande do Sul,Novo Machado
Brazil,Paraná,Cruzeiro do Sul
Brazil,Bahia,Jacobina
Brazil,Rio de Janeiro,Maricá
Brazil,São Paulo,Paranapanema
Brazil,Goiás,Senador Canedo
Brazil,Minas Gerais,Santa Maria do Salto
Brazil,Pernambuco,Serra Talhada
Brazil,Ceará,Santana do Acaraú
Brazil,Mato Grosso,Tabaporã
Brazil,Paraná,Boa Esperança do Iguaçu
Brazil,Bahia,Caém
Brazil,Ceará,Aiuaba
Brazil,Maranhão,Bom Jardim
Brazil,Rio Grande do Sul,Pinheirinho do Vale
Brazil,Roraima,Iracema
Brazil,Ceará,Ocara
Brazil,Bahia,Jandaíra
Brazil,Ceará,Nova Olinda
Brazil,Sergipe,Nossa Senhora de Lourdes
Brazil,Bahia,Caldeirão Grande
Brazil,São Paulo,Panorama
Brazil,Sergipe,Japoatã
Brazil,Piauí,Barreiras do Piauí
Brazil,Minas Gerais,Córrego Novo
Brazil,Paraná,São Sebastião da Amoreira
Brazil,São Paulo,Campos do Jordão
Brazil,Minas Gerais,Mutum
Brazil,Alagoas,Roteiro
Brazil,Espirito Santo,Muqui
Brazil,Santa Catarina,Garuva
Brazil,Amazonas,Tonantins
Brazil,Minas Gerais,Vazante
Brazil,Santa Catarina,Braço do Trombudo
Brazil,Minas Gerais,São Miguel do Anta
Brazil,Goiás,Marzagão
Brazil,Minas Gerais,Vieiras
Brazil,Rio Grande do Sul,Victor Graeff
Brazil,Sergipe,Itabaianinha
Brazil,São Paulo,Cajobi
Brazil,Minas Gerais,Itambé do Mato Dentro
Brazil,São Paulo,Hortolândia
Brazil,Santa Catarina,Taió
Brazil,São Paulo,Coroados
Brazil,Paraíba,Cubati
Brazil,Mato Grosso do Sul,Cassilândia
Brazil,Minas Gerais,Jenipapo de Minas
Brazil,Rio Grande do Norte,Cruzeta
Brazil,Paraíba,Bom Jesus
Brazil,Minas Gerais,Itacambira
Brazil,Rio Grande do Norte,Equador
Brazil,Paraná,Tapejara
Brazil,Minas Gerais,São José do Goiabal
Brazil,Alagoas,Pindoba
Brazil,Santa Catarina,Mirim Doce
Brazil,Paraíba,Desterro
Brazil,Paraná,Guamiranga
Brazil,Mato Grosso,Campos de Júlio
Brazil,Tocantins,Conceição do Tocantins
Brazil,Rio Grande do Sul,Santa Bárbara do Sul
Brazil,Maranhão,Joselândia
Brazil,Minas Gerais,Sacramento
Brazil,Minas Gerais,Morro do Pilar
Brazil,Santa Catarina,Santiago do Sul
Brazil,Minas Gerais,Caetanópolis
Brazil,Rio Grande do Sul,Vale do Sol
Brazil,Minas Gerais,Abre Campo
Brazil,Paraná,Corbélia
Brazil,São Paulo,Mauá
Brazil,Bahia,Jaborandi
Brazil,Pernambuco,Araripina
Brazil,Rio de Janeiro,Tanguá
Brazil,Goiás,São João da Paraúna
Brazil,São Paulo,Marília
Brazil,Maranhão,São Domingos do Azeitão
Brazil,Minas Gerais,Itajubá
Brazil,Goiás,Chapadão do Céu
Brazil,Amazonas,Manaus
Brazil,Rio Grande do Norte,Parnamirim
Brazil,Santa Catarina,Florianópolis
Brazil,Alagoas,Porto de Pedras
Brazil,Amazonas,Juruá
Brazil,Santa Catarina,Urussanga
Brazil,Amazonas,Tabatinga
Brazil,Rio Grande do Sul,Carlos Gomes
Brazil,Rio Grande do Norte,Santana do Matos
Brazil,Goiás,Hidrolândia
Brazil,Paraná,Sertaneja
Brazil,São Paulo,Alambari
Brazil,Piauí,Bertolínia
Brazil,Rio Grande do Norte,Rodolfo Fernandes
Brazil,São Paulo,Rio Claro
Brazil,Mato Grosso,Paranaíta
Brazil,São Paulo,Cosmorama
Brazil,Paraná,Mandaguari
Brazil,Mato Grosso do Sul,Aral Moreira
Brazil,Mato Grosso,Itaúba
Brazil,Santa Catarina,Jupiá
Brazil,Bahia,Nova Redenção
Brazil,Goiás,Goiatuba
Brazil,Goiás,Alto Horizonte
Brazil,São Paulo,Floreal
Brazil,Piauí,Avelino Lopes
Brazil,Sergipe,Laranjeiras
Brazil,Santa Catarina,Xavantina
Brazil,Rio Grande do Norte,Extremoz
Brazil,Bahia,Planalto
Brazil,Goiás,Ouvidor
Brazil,Bahia,Muniz Ferreira
Brazil,Rondônia,Presidente Médici
Brazil,São Paulo,Euclides da Cunha Paulista
Brazil,São Paulo,Fernandópolis
Brazil,Bahia,Potiraguá
Brazil,Rio Grande do Sul,Colinas
Brazil,Goiás,Teresina de Goiás
Brazil,Pernambuco,Belo Jardim
Brazil,Minas Gerais,Pirapetinga
Brazil,Minas Gerais,São Sebastião do Maranhão
Brazil,Rio Grande do Sul,Caibaté
Brazil,Minas Gerais,Piumhi
Brazil,Pará,Senador José Porfírio
Brazil,Tocantins,Pindorama do Tocantins
Brazil,Rio Grande do Sul,Camargo
Brazil,Minas Gerais,Caputira
Brazil,Espirito Santo,São Mateus
Brazil,Paraná,Laranjeiras do Sul
Brazil,Paraná,
Brazil,Tocantins,Ponte Alta do Bom Jesus
Brazil,Mato Grosso,Cuiabá
Brazil,Minas Gerais,Caparaó
Brazil,Mato Grosso,Chapada dos Guimarães
Brazil,Rio Grande do Norte,Itaú
Brazil,Pará,São Francisco do Pará
Brazil,Paraná,Londrina
Brazil,Minas Gerais,Sabará
Brazil,Ceará,Pacoti
Brazil,Bahia,Ituberá
Brazil,Paraná,General Carneiro
Brazil,Pernambuco,Glória do Goitá
Brazil,Bahia,Dom Basílio
Brazil,Goiás,São Simão
Brazil,Bahia,Luís Eduardo Magalhães
Brazil,São Paulo,Rosana
Brazil,Bahia,Entre Rios
Brazil,Bahia,Lapão
Brazil,Minas Gerais,Rodeiro
Brazil,Paraná,Flórida
Brazil,Ceará,Novo Oriente
Brazil,Ceará,Jucás
Brazil,São Paulo,Palmeira d'Oeste
Brazil,Tocantins,
Brazil,Ceará,Jaguaruana
Brazil,Minas Gerais,Sem-Peixe
Brazil,Rio Grande do Sul,São José do Norte
Brazil,Bahia,Caetanos
Brazil,Ceará,Acaraú
Brazil,Rio Grande do Sul,Vila Maria
Brazil,Minas Gerais,Fronteira
Brazil,Goiás,Alexânia
Brazil,São Paulo,Várzea Paulista
Brazil,Paraíba,Nazarezinho
Brazil,Goiás,Matrinchã
Brazil,Piauí,Porto Alegre do Piauí
Brazil,São Paulo,Botucatu
Brazil,Paraíba,Olho d'Água
Brazil,Paraíba,Brejo do Cruz
Brazil,Goiás,Edealina
Brazil,Paraná,Realeza
Brazil,Maranhão,Senador La Rocque
Brazil,São Paulo,Valentim Gentil
Brazil,Santa Catarina,Meleiro
Brazil,Santa Catarina,Blumenau
Brazil,Goiás,Leopoldo de Bulhões
Brazil,Rio Grande do Sul,Xangri-lá
Brazil,Minas Gerais,São José do Alegre
Brazil,Rio Grande do Sul,Campo Novo
Brazil,Minas Gerais,Grão Mogol
Brazil,Minas Gerais,Jeceaba
Brazil,Goiás,Flores de Goiás
Brazil,Santa Catarina,Zortéa
Brazil,Paraíba,Bonito de Santa Fé
Brazil,Alagoas,Barra de São Miguel
Brazil,Rio Grande do Sul,Canoas
Brazil,Rio Grande do Sul,Coqueiro Baixo
Brazil,Paraíba,Pedro Régis
Brazil,Paraná,Xambrê
Brazil,Minas Gerais,Heliodora
Brazil,Rio Grande do Sul,Chuí
Brazil,Paraíba,Umbuzeiro
Brazil,São Paulo,Águas de Lindóia
Brazil,São Paulo,Serrana
Brazil,Pará,Palestina do Pará
Brazil,Mato Grosso,Indiavaí
Brazil,Minas Gerais,Ninheira
Brazil,Paraíba,Algodão de Jandaíra
Brazil,Mato Grosso,Guarantã do Norte
Brazil,Piauí,Monsenhor Hipólito
Brazil,São Paulo,Adamantina
Brazil,Paraná,Assaí
Brazil,Tocantins,Araguaçu
Brazil,Maranhão,Jatobá
Brazil,São Paulo,Narandiba
Brazil,Paraná,Lunardelli
Brazil,Bahia,Barra
Brazil,São Paulo,Nhandeara
Brazil,Minas Gerais,Bom Jardim de Minas
Brazil,São Paulo,Mesópolis
Brazil,Paraná,Mallet
Brazil,Maranhão,Santa Luzia
Brazil,São Paulo,Indiana
Brazil,São Paulo,Lourdes
Brazil,Rio Grande do Sul,Bozano
Brazil,Maranhão,São Benedito do Rio Preto
Brazil,Paraná,Corumbataí do Sul
Brazil,São Paulo,Sabino
Brazil,Pernambuco,Ibirajuba
Brazil,Maranhão,Lago dos Rodrigues
Brazil,Rio de Janeiro,Cordeiro
Brazil,Alagoas,Marechal Deodoro
Brazil,Rio Grande do Sul,Rodeio Bonito
Brazil,Rio Grande do Sul,Gramado
Brazil,Mato Grosso,São Félix do Araguaia
Brazil,Rio Grande do Sul,Alto Alegre
Brazil,Pará,Água Azul do Norte
Brazil,Minas Gerais,Marilac
Brazil,Maranhão,Pedro do Rosário
Brazil,Rio Grande do Sul,Linha Nova
Brazil,Bahia,Canavieiras
Brazil,São Paulo,Pariquera-Açu
Brazil,Bahia,Conceição do Almeida
Brazil,Minas Gerais,Pedras de Maria da Cruz
Brazil,São Paulo,Suzanápolis
Brazil,Pará,Melgaço
Brazil,Sergipe,São Miguel do Aleixo
Brazil,Minas Gerais,Soledade de Minas
Brazil,Amazonas,Ipixuna
Brazil,Goiás,Bonfinópolis
Brazil,Sergipe,Barra dos Coqueiros
Brazil,Minas Gerais,Wenceslau Braz
Brazil,Sergipe,Tobias Barreto
Brazil,Bahia,Santaluz
Brazil,Paraíba,Baía da Traição
Brazil,Rio Grande do Norte,Almino Afonso
Brazil,São Paulo,Florínea
Brazil,Minas Gerais,Vargem Alegre
Brazil,Bahia,Irajuba
Brazil,São Paulo,Jaboticabal
Brazil,Paraíba,Frei Martinho
Brazil,Bahia,Morpará
Brazil,Paraíba,Lagoa de Dentro
Brazil,Paraíba,Araruna
Brazil,Minas Gerais,Lontra
Brazil,Minas Gerais,Juatuba
Brazil,Santa Catarina,Antônio Carlos
Brazil,Minas Gerais,Tocos do Moji
Brazil,Santa Catarina,Itá
Brazil,São Paulo,Santana de Parnaíba
Brazil,São Paulo,Santo Anastácio
Brazil,Santa Catarina,Itapiranga
Brazil,Minas Gerais,Santo Antônio do Aventureiro
Brazil,Minas Gerais,São Joaquim de Bicas
Brazil,Bahia,Santo Amaro
Brazil,Rio Grande do Sul,Turuçu
Brazil,São Paulo,Garça
Brazil,São Paulo,Porangaba
Brazil,Minas Gerais,São Bento Abade
Brazil,Santa Catarina,Pomerode
Brazil,Minas Gerais,Doresópolis
Brazil,Mato Grosso do Sul,Paranaíba
Brazil,Amapá,Tartarugalzinho
Brazil,Minas Gerais,Dores de Campos
Brazil,Rio Grande do Sul,Balneário Pinhal
Brazil,Piauí,Tamboril do Piauí
Brazil,Piauí,Caridade do Piauí
Brazil,Bahia,Antônio Cardoso
Brazil,Tocantins,Formoso do Araguaia
Brazil,Maranhão,Luís Domingues
Brazil,Minas Gerais,Claro dos Poções
Brazil,Minas Gerais,Mateus Leme
Brazil,Bahia,Andaraí
Brazil,Rio Grande do Sul,Humaitá
Brazil,Piauí,Bom Princípio do Piauí
Brazil,Maranhão,Central do Maranhão
Brazil,Rio de Janeiro,Valença
Brazil,Santa Catarina,Painel
Brazil,Rio Grande do Sul,Ibirapuitã
Brazil,Goiás,Campestre de Goiás
Brazil,Paraná,Ipiranga
Brazil,Goiás,Uirapuru
Brazil,Mato Grosso,Poxoréu
Brazil,São Paulo,Pindamonhangaba
Brazil,Minas Gerais,Mário Campos
Brazil,Minas Gerais,Rio Preto
Brazil,Minas Gerais,Canaã
Brazil,Rio Grande do Sul,Quaraí
Brazil,Paraná,Pinhão
Brazil,Rio Grande do Sul,Rio Pardo
Brazil,Pernambuco,Cabo de Santo Agostinho
Brazil,Piauí,Pau D'Arco do Piauí
Brazil,Pará,Faro
Brazil,Rio Grande do Sul,Aratiba
Brazil,Rio Grande do Sul,Agudo
Brazil,Paraná,Itaguajé
Brazil,Maranhão,Vitorino Freire
Brazil,Paraná,Pontal do Paraná
Brazil,Rio Grande do Sul,Gramado Xavier
Brazil,Mato Grosso,Santo Antônio do Leverger
Brazil,Minas Gerais,Rio do Prado
Brazil,Paraná,Céu Azul
Brazil,Pará,Nova Esperança do Piriá
Brazil,Rio Grande do Sul,Nova Hartz
Brazil,Rio Grande do Norte,Macau
Brazil,Rio Grande do Norte,Passagem
Brazil,São Paulo,Arujá
Brazil,Bahia,Santa Luzia
Brazil,Espirito Santo,
Brazil,São Paulo,Catanduva
Brazil,Rio Grande do Norte,São Rafael
Brazil,Minas Gerais,Tupaciguara
Brazil,Santa Catarina,Guatambú
Brazil,Piauí,Simões
Brazil,Goiás,Rianápolis
Brazil,Amapá,Pedra Branca do Amapari
Brazil,Bahia,Wagner
Brazil,Goiás,Baliza
Brazil,Amapá,Pracuúba
Brazil,Rio de Janeiro,Rio das Ostras
Brazil,São Paulo,Arandu
Brazil,Goiás,Bom Jesus de Goiás
Brazil,Paraíba,Joca Claudino
Brazil,Rio Grande do Sul,Serafina Corrêa
Brazil,São Paulo,Santo Antônio da Alegria
Brazil,Paraíba,
Brazil,Rio Grande do Norte,Vila Flor
Brazil,Paraná,São Jorge d'Oeste
Brazil,Piauí,Lagoa Alegre
Brazil,Piauí,Campinas do Piauí
Brazil,São Paulo,Ubarana
Brazil,Bahia,Rio do Antônio
Brazil,Piauí,São João da Fronteira
Brazil,Minas Gerais,Ipanema
Brazil,Bahia,Matina
Brazil,Piauí,Alegrete do Piauí
Brazil,Minas Gerais,Tocantins
Brazil,Piauí,São José do Peixe
Brazil,Minas Gerais,Santo Antônio do Retiro
Brazil,Goiás,Portelândia
Brazil,São Paulo,Charqueada
Brazil,Pará,Cumaru do Norte
Brazil,Minas Gerais,Laranjal
Brazil,Bahia,Ribeirão do Largo
Brazil,Espirito Santo,Alegre
Brazil,Minas Gerais,Leopoldina
Brazil,Bahia,Mirante
Brazil,Paraíba,Santa Teresinha
Brazil,Piauí,Corrente
Brazil,Ceará,Redenção
Brazil,Paraná,Barra do Jacaré
Brazil,Mato Grosso,Juruena
Brazil,São Paulo,Itatiba
Brazil,Ceará,Potengi
Brazil,Paraná,Balsa Nova
Brazil,Minas Gerais,Patis
Brazil,Bahia,Aporá
Brazil,São Paulo,Monte Mor
Brazil,Pará,Brasil Novo
Brazil,Pernambuco,Ferreiros
Brazil,Maranhão,Bacabal
Brazil,Rio Grande do Sul,Miraguaí
Brazil,Pernambuco,Paranatama
Brazil,Pará,Itaituba
Brazil,Minas Gerais,Pratápolis
Brazil,Minas Gerais,Estiva
Brazil,Pernambuco,Vertente do Lério
Brazil,Santa Catarina,Rancho Queimado
Brazil,Tocantins,Angico
Brazil,Rio Grande do Sul,Farroupilha
Brazil,Minas Gerais,Esmeraldas
Brazil,Minas Gerais,Pedro Leopoldo
Brazil,Pernambuco,Gameleira
Brazil,Minas Gerais,Campina Verde
Brazil,Minas Gerais,Paraisópolis
Brazil,Bahia,Ipiaú
Brazil,Maranhão,São Pedro dos Crentes
Brazil,Goiás,Cabeceiras
Brazil,Rio Grande do Sul,Unistalda
Brazil,São Paulo,São João da Boa Vista
Brazil,São Paulo,Guarantã
Brazil,Minas Gerais,Astolfo Dutra
Brazil,Rondônia,Nova Brasilândia D'Oeste
Brazil,Santa Catarina,Itapoá
Brazil,Minas Gerais,Iraí de Minas
Brazil,Alagoas,Ibateguara
Brazil,São Paulo,Guareí
Brazil,Minas Gerais,Arcos
Brazil,Santa Catarina,Praia Grande
Brazil,Piauí,Marcolândia
Brazil,Alagoas,Jacaré dos Homens
Brazil,Maranhão,Governador Nunes Freire
Brazil,Rio Grande do Sul,Soledade
Brazil,Goiás,Pilar de Goiás
Brazil,Piauí,Caracol
Brazil,São Paulo,Sud Mennucci
Brazil,Rio Grande do Sul,Silveira Martins
Brazil,Paraíba,Santa Luzia
Brazil,Paraná,São Mateus do Sul
Brazil,Rio de Janeiro,Armação dos Búzios
Brazil,Rio Grande do Sul,Sapucaia do Sul
Brazil,Mato Grosso do Sul,Paranhos
Brazil,Ceará,Crateús
Brazil,Rondônia,Cujubim
Brazil,São Paulo,Tabatinga
Brazil,Maranhão,Mata Roma
Brazil,Paraíba,São José de Caiana
Brazil,São Paulo,Monte Aprazível
Brazil,Ceará,Caririaçu
Brazil,Tocantins,Tabocão
Brazil,São Paulo,Itobi
Brazil,Minas Gerais,Conselheiro Lafaiete
Brazil,Ceará,Catarina
Brazil,Minas Gerais,Coqueiral
Brazil,Minas Gerais,Perdigão
Brazil,Paraíba,São José do Sabugi
Brazil,Acre,Feijó
Brazil,Bahia,Iguaí
Brazil,Maranhão,Mirinzal
Brazil,Ceará,Miraíma
Brazil,Rio de Janeiro,Varre-Sai
Brazil,Maranhão,Centro Novo do Maranhão
Brazil,Bahia,Barrocas
Brazil,São Paulo,Itapura
Brazil,Rio Grande do Sul,Alpestre
Brazil,Pernambuco,Brejinho
Brazil,Rondônia,Alta Floresta D'Oeste
Brazil,Bahia,Caravelas
Brazil,Minas Gerais,Rio Paranaíba
Brazil,Rio Grande do Sul,Rolador
Brazil,Rio Grande do Sul,Harmonia
Brazil,Bahia,América Dourada
Brazil,Maranhão,Pinheiro
Brazil,Minas Gerais,Campo do Meio
Brazil,Minas Gerais,Pedralva
Brazil,Minas Gerais,Mata Verde
Brazil,Mato Grosso,São Pedro da Cipa
Brazil,São Paulo,Bady Bassitt
Brazil,São Paulo,Auriflama
Brazil,Maranhão,Pedreiras
Brazil,Minas Gerais,Estrela do Indaiá
Brazil,Minas Gerais,Senador Amaral
Brazil,Paraná,Rondon
Brazil,Ceará,Granja
Brazil,Paraíba,Ingá
Brazil,Mato Grosso do Sul,Aquidauana
Brazil,Amazonas,Iranduba
Brazil,São Paulo,Areias
Brazil,Rio de Janeiro,Quatis
Brazil,São Paulo,Jambeiro
Brazil,Paraná,Rio Branco do Sul
Brazil,Bahia,Vereda
Brazil,Paraná,São João do Ivaí
Brazil,Minas Gerais,Lima Duarte
Brazil,Minas Gerais,Nova União
Brazil,Pará,Parauapebas
Brazil,Rio Grande do Norte,Pedra Preta
Brazil,Goiás,Itumbiara
Brazil,Maranhão,Feira Nova do Maranhão
Brazil,Minas Gerais,Urucuia
Brazil,Minas Gerais,Tombos
Brazil,Minas Gerais,Sete Lagoas
Brazil,Minas Gerais,Inhaúma
Brazil,Minas Gerais,João Monlevade
Brazil,São Paulo,São José do Rio Pardo
Brazil,São Paulo,Pradópolis
Brazil,São Paulo,União Paulista
Brazil,Espirito Santo,Baixo Guandu
Brazil,Piauí,Itaueira
Brazil,Rio Grande do Sul,Forquetinha
Brazil,São Paulo,Turmalina
Brazil,Minas Gerais,Augusto de Lima
Brazil,São Paulo,São Lourenço da Serra
Brazil,Espirito Santo,Anchieta
Brazil,Paraíba,Juru
Brazil,Bahia,Mirangaba
Brazil,Goiás,Paranaiguara
Brazil,Santa Catarina,Arroio Trinta
Brazil,São Paulo,Taciba
Brazil,São Paulo,Francisco Morato
Brazil,Bahia,Riachão das Neves
Brazil,Paraíba,Barra de Santa Rosa
Brazil,Bahia,Santana
Brazil,Rio Grande do Sul,Tabaí
Brazil,Minas Gerais,Santo Antônio do Monte
Brazil,Bahia,Ipirá
Brazil,Bahia,Mata de São João
Brazil,Ceará,Cedro
Brazil,Minas Gerais,Comendador Gomes
Brazil,Minas Gerais,Cordisburgo
Brazil,Alagoas,Lagoa da Canoa
Brazil,Minas Gerais,Passos
Brazil,Paraíba,São Mamede
Brazil,Pernambuco,Exu
Brazil,Rio Grande do Sul,Erval Seco
Brazil,Minas Gerais,Araponga
Brazil,Rio Grande do Sul,Guaíba
Brazil,Alagoas,Maragogi
Brazil,Santa Catarina,Rio Fortuna
Brazil,Minas Gerais,Aracitaba
Brazil,Paraná,Bela Vista da Caroba
Brazil,Minas Gerais,Porto Firme
Brazil,Pernambuco,Pesqueira
Brazil,Rio Grande do Sul,Nova Bassano
Brazil,Maranhão,Benedito Leite
Brazil,Roraima,Cantá
Brazil,Bahia,Cocos
Brazil,São Paulo,Parapuã
Brazil,Rio Grande do Sul,Nova Alvorada
Brazil,Paraíba,Alcantil
Brazil,Minas Gerais,Campo Azul
Brazil,Mato Grosso,
Brazil,Pernambuco,Passira
Brazil,Minas Gerais,Marliéria
Brazil,Santa Catarina,Rio do Campo
Brazil,Ceará,Catunda
Brazil,Mato Grosso,Alto Taquari
Brazil,Paraná,Colorado
Brazil,Paraná,Paiçandu
Brazil,Paraná,Piraquara
Brazil,Maranhão,Satubinha
Brazil,Mato Grosso,Novo São Joaquim
Brazil,Rio Grande do Sul,Riozinho
Brazil,Paraná,Inajá
Brazil,Santa Catarina,Princesa
Brazil,Rio Grande do Sul,Quinze de Novembro
Brazil,Bahia,Piraí do Norte
Brazil,Pará,Ipixuna do Pará
Brazil,Rio de Janeiro,Itaboraí
Brazil,Paraíba,Caraúbas
Brazil,Bahia,Condeúba
Brazil,Paraná,Nova Londrina
Brazil,São Paulo,Paulo de Faria
Brazil,Rio Grande do Sul,Mato Leitão
Brazil,Goiás,Campinaçu
Brazil,Paraná,Cianorte
Brazil,Rio de Janeiro,Cantagalo
Brazil,Paraná,Ponta Grossa
Brazil,Bahia,Irecê
Brazil,Santa Catarina,Jaborá
Brazil,Santa Catarina,Guarujá do Sul
Brazil,Rio Grande do Norte,Açu
Brazil,Amazonas,Anamã
Brazil,São Paulo,Aspásia
Brazil,Amazonas,Eirunepé
Brazil,Santa Catarina,Anita Garibaldi
Brazil,Rio Grande do Norte,Major Sales
Brazil,Tocantins,Carrasco Bonito
Brazil,Tocantins,Tocantínia
Brazil,Paraíba,Lucena
Brazil,Santa Catarina,Gravatal
Brazil,Pará,Muaná
Brazil,São Paulo,Arapeí
Brazil,Amapá,Oiapoque
Brazil,Rio Grande do Norte,São José de Mipibu
Brazil,Pará,Magalhães Barata
Brazil,Piauí,Luís Correia
Brazil,Rio Grande do Norte,Monte Alegre
Brazil,Sergipe,Aquidabã
Brazil,Pará,Dom Eliseu
Brazil,Amapá,Amapá
Brazil,Espirito Santo,Alfredo Chaves
Brazil,Minas Gerais,Liberdade
Brazil,Minas Gerais,Tumiritinga
Brazil,Paraíba,Logradouro
Brazil,Piauí,São João do Piauí
Brazil,Goiás,Porangatu
Brazil,Rio Grande do Sul,Tapejara
Brazil,São Paulo,Cesário Lange
Brazil,São Paulo,Urânia
Brazil,Minas Gerais,Lassance
Brazil,Santa Catarina,Jardinópolis
Brazil,Mato Grosso,Carlinda
Brazil,Paraíba,Santa Inês
Brazil,São Paulo,Araraquara
Brazil,São Paulo,Pracinha
Brazil,São Paulo,Santo André
Brazil,Rio Grande do Sul,Doutor Maurício Cardoso
Brazil,Paraná,São Jorge do Ivaí
Brazil,Mato Grosso do Sul,Pedro Gomes
Brazil,Minas Gerais,São Domingos das Dores
Brazil,Minas Gerais,Ervália
Brazil,Rio Grande do Sul,Estrela
Brazil,Maranhão,Barreirinhas
Brazil,São Paulo,Itu
Brazil,Goiás,Cachoeira Alta
Brazil,Maranhão,Marajá do Sena
Brazil,Rio Grande do Sul,Maximiliano de Almeida
Brazil,Goiás,Santo Antônio de Goiás
Brazil,Ceará,Caucaia
Brazil,Minas Gerais,Espírito Santo do Dourado
Brazil,Rio Grande do Sul,Charrua
Brazil,Santa Catarina,Quilombo
Brazil,Ceará,Quixadá
Brazil,Rio Grande do Sul,Guabiju
Brazil,São Paulo,Nova Canaã Paulista
Brazil,São Paulo,Morro Agudo
Brazil,Bahia,Antônio Gonçalves
Brazil,Rio Grande do Sul,Itapuca
Brazil,Ceará,Reriutaba
Brazil,Santa Catarina,Paraíso
Brazil,Rio Grande do Sul,Ajuricaba
Brazil,Tocantins,Barra do Ouro
Brazil,Minas Gerais,Rio Doce
Brazil,Bahia,Contendas do Sincorá
Brazil,Pernambuco,Flores
Brazil,Paraná,Cerro Azul
Brazil,Rio Grande do Sul,Três Cachoeiras
Brazil,Amazonas,Caapiranga
Brazil,Paraná,Iretama
Brazil,Bahia,Conceição do Coité
Brazil,Bahia,Candeal
Brazil,Minas Gerais,Santa Cruz de Salinas
Brazil,Minas Gerais,Campo Belo
Brazil,Mato Grosso,São José do Xingu
Brazil,Pernambuco,Buíque
Brazil,Paraná,Ouro Verde do Oeste
Brazil,Maranhão,São Roberto
Brazil,Maranhão,Axixá
Brazil,Rio Grande do Sul,Nova Pádua
Brazil,Paraná,Nova Laranjeiras
Brazil,Goiás,Campinorte
Brazil,Rio de Janeiro,Guapimirim
Brazil,Paraná,Indianópolis
Brazil,Pará,Irituia
Brazil,Minas Gerais,Rio Pomba
Brazil,Bahia,Campo Formoso
Brazil,Tocantins,Cachoeirinha
Brazil,Mato Grosso,Salto do Céu
Brazil,Pará,Mãe do Rio
Brazil,Minas Gerais,Itabirito
Brazil,Sergipe,Telha
Brazil,Rio Grande do Sul,Cruzaltense
Brazil,Bahia,São Domingos
Brazil,Goiás,Bom Jardim de Goiás
Brazil,Amapá,Serra do Navio
Brazil,Piauí,Campo Maior
Brazil,São Paulo,Castilho
Brazil,São Paulo,Itupeva
Brazil,Rio Grande do Norte,São Tomé
Brazil,Piauí,São Raimundo Nonato
Brazil,Goiás,Rialma
Brazil,Minas Gerais,Inimutaba
Brazil,Rio Grande do Norte,Marcelino Vieira
Brazil,Rio Grande do Norte,Patu
Brazil,São Paulo,Jacareí
Brazil,Minas Gerais,Dores de Guanhães
Brazil,Minas Gerais,Volta Grande
Brazil,Rio Grande do Sul,Sobradinho
Brazil,Bahia,Itacaré
Brazil,Piauí,Capitão Gervásio Oliveira
Brazil,Rio Grande do Sul,Selbach
Brazil,Paraíba,Mamanguape
Brazil,Pará,Mocajuba
Brazil,Minas Gerais,São Brás do Suaçuí
Brazil,Santa Catarina,Ponte Alta
Brazil,Minas Gerais,Douradoquara
Brazil,Paraná,Rio Bonito do Iguaçu
Brazil,Sergipe,Amparo de São Francisco
